"PLU","CATEGORY","COMMODITY","VARIETY","SIZE"
"4214","Fruits","APPLES","Retailer Assigned"," All Sizes "
"4215","Fruits","APPLES","Retailer Assigned"," All Sizes "
"4216","Fruits","APPLES","Retailer Assigned"," All Sizes "
"4217","Fruits","APPLES","Retailer Assigned"," All Sizes "
"4218","Fruits","APRICOTS","Regular","Small"
"4219","Fruits","APRICOTS","Retailer Assigned","   All Sizes   "
"4220","Fruits","ATEMOYAS","","All Sizes "
"4221","Fruits","AVOCADOS","Green","Small "
"4222","Fruits","AVOCADOS","Green","Small "
"4223","Fruits","AVOCADOS","Green","Large "
"4224","Fruits","AVOCADOS","Green","Large "
"4225","Fruits","AVOCADOS","Hass","Large"
"4226","Fruits","AVOCADOS","Cocktail/Seedless","All Sizes "
"4227","Fruits","AVOCADOS","Retailer Assigned","All Sizes"
"4228","Fruits","AVOCADOS","Retailer Assigned","All Sizes"
"4229","Fruits","BANANAS","Burro","All Sizes"
"4230","Fruits","BANANAS","Dominique","All Sizes"
"4231","Fruits","BANANAS","Green","All Sizes"
"4232","Fruits","BANANAS","Leaves","All Sizes"
"4233","Fruits","BANANAS","Apple/Manzano","All Sizes"
"4234","Fruits","BANANAS","baby/Nino","All Sizes"
"4235","Fruits","BANANAS","Plantain/Macho","All Sizes"
"4236","Fruits","BANANAS","Red","All Sizes"
"4237","Fruits","BANANAS","Retailer Assigned","All Sizes"
"4238","Fruits","BANANAS","Retailer Assigned","All Sizes"
"4239","Fruits","BERRIES","Blackberries","All Sizes"
"4240","Fruits","BERRIES","Blueberries","All Sizes"
"4241","Fruits","BERRIES","Boysenberries","All Sizes"
"4242","Fruits","BERRIES","Cranberries","All Sizes"
"4243","Fruits","BERRIES","Gooseberries","All Sizes"
"4244","Fruits","BERRIES","Raspberries - Black","All Sizes"
"4245","Fruits","BERRIES","Raspberries - Golden","All Sizes"
"4246","Fruits","BERRIES","Strawberries","Pint"
"4247","Fruits","BERRIES","Strawberries","Quart"
"4248","Fruits","BERRIES","Strawberries","Quart"
"4249","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)"
"4250","Fruits","BERRIES","Strawberries","Bulk 3-pack (3 pints)"
"4251","Fruits","BERRIES","Long-stemmed Strawberries","All Sizes"
"4252","Fruits","BERRIES","Retailer Assigned"," All Sizes "
"4253","Fruits","BERRIES","Retailer Assigned"," All Sizes "
"4254","Fruits","BREADFRUIT","","All Sizes"
"4255","Fruits","CACTUS PEAR (PRICKLY PEAR)","","All Sizes"
"4256","Fruits","CARAMBOLA (STARFRUIT)","","All Sizes"
"4257","Fruits","CHERIMOYA","","All Sizes"
"4258","Fruits","CHERRIES","Golden/Rainier/White","All Sizes"
"4259","Fruits","CHERRIES","Retailer Assigned","All Sizes"
"4260","Fruits","COCONUTS","In Husk/Waternut","All Sizes"
"4261","Fruits","COCONUTS","Husked","All Sizes"
"4262","Fruits","COCONUTS","Retailer Assigned","All Sizes"
"4263","Fruits","DATES","Fresh - Regular","All Sizes"
"4264","Fruits","DATES","Fresh - Retailer Assigned","All Sizes"
"4265","Fruits","FEIJOA","","All Sizes"
"4266","Fruits","FIGS","Black","All Sizes"
"4267","Fruits","FIGS","Brown","All Sizes"
"4268","Fruits","FIGS","White/Green","All Sizes"
"4269","Fruits","FIGS","Retailer Assigned","All Sizes"
"4270","Fruits","GRAPES","Blue/Black Seeded (Ribier/Exotic/Niabel)","All Sizes"
"4271","Fruits","GRAPES","Champagne","All Sizes"
"4272","Fruits","GRAPES","Concord","All Sizes"
"4273","Fruits","GRAPES","Red Seeded (Cardinal/Emperor/Queen/Christmas Rose)","All Sizes"
"4274","Fruits","GRAPES","White/Green Seeded (All others not listed)","All Sizes"
"4275","Fruits","GRAPES","Retailer Assigned","All Sizes"
"4276","Fruits","GRAPES","Retailer Assigned","All Sizes"
"4277","Fruits","GRAPES","Retailer Assigned","All Sizes"
"4278","Fruits","GRAPES","Retailer Assigned","All Sizes"
"4279","Fruits","GRAPEFRUIT","Pummelo - White","All Sizes"
"4280","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Small"
"4281","Fruits","GRAPEFRUIT","Ruby/Red/Pink (ncludes Ray Ruby, Ruby, Ruby Red)","Large"
"4282","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Large"
"4283","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ray, Ruby Red)","Large"
"4284","Fruits","GRAPEFRUIT","Deep Red","Small"
"4285","Fruits","GRAPEFRUIT","Deep Red","Small"
"4286","Fruits","GRAPEFRUIT","Deep Red","Small"
"4287","Fruits","GRAPEFRUIT","Deep Red","Large"
"4288","Fruits","GRAPEFRUIT","Deep Red","Large"
"4289","Fruits","GRAPEFRUIT","Deep Red","Large"
"4290","Fruits","GRAPEFRUIT","White","Small"
"4291","Fruits","GRAPEFRUIT","White","Small"
"4292","Fruits","GRAPEFRUIT","White","Small"
"4293","Fruits","GRAPEFRUIT","White","Large"
"4294","Fruits","GRAPEFRUIT","White","Large"
"4295","Fruits","GRAPEFRUIT","White","Large"
"4296","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes "
"4297","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes "
"4298","Fruits","GRAPEFRUIT","Retailer Assigned"," All Sizes "
"4299","Fruits","GUAVA","","All Sizes"
"4300","Fruits","HOMLI FRUIT","","All Sizes"
"4301","Fruits","KIWIFRUIT","Retailer Assigned","All Sizes"
"4302","Fruits","KIWANO (HORNED MELON)","","All Sizes"
"4303","Fruits","KUMQUAT","","All Sizes"
"4304","Fruits","LEMONS","Retailer Assigned"," All Sizes "
"4305","Fruits","LIMES","Key (incl. Mexican & West Indian)","All Sizes"
"4306","Fruits","LIMES","Retailer Assigned","All Sizes"
"4307","Fruits","LONGAN","","All Sizes "
"4308","Fruits","LOQUATS","","All Sizes  "
"4309","Fruits","LYCHEES","","All Sizes"
"4310","Fruits","MAMEY","","All Sizes"
"4311","Fruits","MANGO","Green (Includes Keitt and Francis)","Small"
"4312","Fruits","MANGO","Yellow (Includes Oro, Ataulfo/Honey Manila)","Small"
"4313","Fruits","MANGO","Retailer Assigned","All Sizes"
"4314","Fruits","MANGO","Retailer Assigned","All Sizes"
"4315","Fruits","MANGO","Retailer Assigned","All Sizes"
"4316","Fruits","MANGO","Retailer Assigned","All Sizes"
"4317","Fruits","MELON","Canary/Yellow Honeydew","All Sizes"
"4318","Fruits","MELON","Cantaloupe/Muskmelon","Small"
"4319","Fruits","MELON","Cantaloupe/Muskmelon","Large"
"4320","Fruits","MELON","Casaba","All Sizes"
"4321","Fruits","MELON","Cinnabar","All Sizes "
"4322","Fruits","MELON","Crenshaw","All Sizes"
"4323","Fruits","BERRIES","Strawberries","Bulk"
"4324","Fruits","MELON","French Afternoon","All Sizes "
"4325","Fruits","MELON","French Breakfast","All Sizes  "
"4326","Fruits","MELON","Galia","All Sizes"
"4327","Fruits","MELON","Orange Flesh/Cantaline","All Sizes"
"4328","Fruits","LIMEQUATS","","All Sizes"
"4329","Fruits","MELON","Honeydew/White Honeydew","Small"
"4330","Fruits","MELON","Mayan","All Sizes"
"4331","Fruits","MELON","Mickey Lee Watermelon/Sugarbaby","All Sizes "
"4332","Fruits","MELON","Muskmelon","All Sizes"
"4333","Fruits","MELON","Pepino","All Sizes "
"4334","Fruits","MELON","Persian","All Sizes"
"4335","Fruits","MELON","Prince","All Sizes"
"4336","Fruits","MELON","Santa Claus","All Sizes"
"4337","Fruits","MELON","Saticoy","All Sizes"
"4338","Fruits","MELON","Sharlin","All Sizes"
"4339","Fruits","MELON","Spanish/Tendral","All Sizes"
"4340","Fruits","MELON","Watermelon - Yellow","All Sizes"
"4341","Fruits","MELON","Watermelon - Yellow, Seedless","All Sizes"
"4342","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4343","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4344","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4345","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4346","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4347","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4348","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4349","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4350","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4351","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4352","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4353","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4354","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4355","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4356","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4357","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4358","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4359","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4360","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4361","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4362","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4363","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4364","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4365","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4366","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4367","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4368","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4369","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4370","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4371","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4372","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4373","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4374","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4375","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4376","Fruits","MELON","Retailer Assigned (includes pre-cut melons)","All Sizes"
"4377","Fruits","NECTARINE","Yellow Flesh, Tree Ripened, Ready-to-eat","Small"
"4378","Fruits","NECTARINE","Yellow Flesh, Tree Ripened, Ready-to-eat","Large"
"4379","Fruits","NECTARINE","Retailer Assigned","All Sizes"
"4380","Fruits","NECTARINE","Retailer Assigned","All Sizes"
"4381","Fruits","ORANGES","Blood","All Sizes"
"4382","Fruits","ORANGES","Juice","All Sizes"
"4383","Fruits","TANGELO","Minneola","All Sizes"
"4384","Fruits","ORANGES","Navel","Small"
"4385","Fruits","ORANGES","Navel","Large"
"4386","Fruits","ORANGES","Temple","Small"
"4387","Fruits","ORANGES","Temple","Large"
"4388","Fruits","ORANGES","Valencia","Large"
"4388","Fruits","ORANGES","Valencia","Large"
"4389","Fruits","ORANGES","Retailer Assigned","All Sizes"
"4390","Fruits","ORANGES","Retailer Assigned","All Sizes"
"4391","Fruits","ORANGES","Retailer Assigned","All Sizes"
"4392","Fruits","ORANGES","Retailer Assigned","All Sizes"
"4393","Fruits","ORANGES","Retailer Assigned","All Sizes"
"4394","Fruits","PAPAYA/PAWPAW","Regular","Large"
"4395","Fruits","PAPAYA/PAWPAW","Cooking/Mexican","All Sizes"
"4396","Fruits","PAPAYA/PAWPAW","Retailer Assigned","All Sizes"
"4397","Fruits","PASSION FRUIT","Purple","All Sizes"
"4398","Fruits","PASSION FRUIT","Retailer Assigned","All Sizes"
"4399","Fruits","PEACHES","Indian"," All Sizes "
"4400","Fruits","PEACHES","White Flesh"," Small "
"4401","Fruits","PEACHES","White Flesh"," Large "
"4402","Fruits","PEACHES","Yellow Flesh"," Small "
"4403","Fruits","PEACHES","Yellow Flesh"," Large "
"4404","Fruits","PEACHES","Retailer Assigned"," All Sizes "
"4405","Fruits","PEACHES","Retailer Assigned"," All Sizes "
"4406","Fruits","PEARS","Asian/Nashi - White","All Sizes"
"4407","Fruits","PEARS","Asian/Nashi - Yellow","All Sizes"
"4408","Fruits","PEARS","Asian/Nashi - Brown","All Sizes"
"4409","Fruits","PEARS","Bartlett/Williams/WBC","Large"
"4410","Fruits","PEARS","Bartlett - Red/Red Sensation","All Sizes"
"4411","Fruits","PEARS","Bosc/Beurre Bosc","Small"
"4412","Fruits","PEARS","Bosc/Beurre Bosc","Large"
"4413","Fruits","PEARS","Bosc/Beurre Bosc","Large"
"4414","Fruits","PEARS","Comice/ Doyenne du Comice","All Sizes"
"4415","Fruits","PEARS","Red","All Sizes"
"4416","Fruits","PEARS","Anjou","Large"
"4417","Fruits","PEARS","Anjou - Red","All Sizes"
"4418","Fruits","PEARS","Forelle/Corella","All Sizes"
"4419","Fruits","PEARS","French","All Sizes"
"4420","Fruits","PEARS","King Royal","All Sizes"
"4421","Fruits","PEARS","Packham/Packhams Triumph","All Sizes"
"4422","Fruits","PEARS","Seckel","All Sizes"
"4423","Fruits","PEARS","Tree Ripened","All Sizes"
"4424","Fruits","PEARS","Winter Nelis/Honey","All Sizes"
"4425","Fruits","PEARS","Retailer Assigned","All Sizes"
"4426","Fruits","PEARS","Retailer Assigned","All Sizes"
"4427","Fruits","PERSIMMON","Regular (American Persimmon)","All Sizes"
"4428","Fruits","PERSIMMON","Japanese/Sharonfruit (Kaki)","All Sizes"
"4429","Fruits","PERSIMMON","Retailer Assigned","All Sizes"
"4430","Fruits","PINEAPPLE","","Large"
"4431","Fruits","PINEAPPLE","Jet Fresh","Small"
"4432","Fruits","PINEAPPLE","Jet Fresh","Large"
"4433","Fruits","PINEAPPLE","Retailer Assigned","All Sizes"
"4434","Fruits","PLUMS","Green (Includes Dolly, Kelsey, Wickson)","Small"
"4435","Fruits","PLUMS","Green (Includes Dolly, Kelsey, Wickson)","Large"
"4436","Fruits","PLUMS","Italian Prune/Sugar","All Sizes"
"4437","Fruits","PLUMS","Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado)","Small"
"4438","Fruits","PLUMS","Purple (Includes Queen Rosa, Laroda, Nublana, Queen Ann, Simka, El Dorado) ","Large"
"4439","Fruits","PLUMS","Tree Ripened","Small"
"4440","Fruits","PLUMS","Tree Ripened","Large"
"4441","Fruits","PLUMS","Yellow (Includes Golden Globe)","Small"
"4442","Fruits","PLUMS","Yellow (Includes Golden Globe)","Large"
"4443","Fruits","PLUMS","Retailer Assigned","All Sizes"
"4444","Fruits","PLUMS","Retailer Assigned","All Sizes"
"4445","Fruits","POMEGRANATE","","Small"
"4446","Fruits","POMEGRANATE","Retailer Assigned","All Sizes   "
"4447","Fruits","QUINCE","","All Sizes"
"4448","Fruits","TAMARIND",""," All Sizes "
"4449","Fruits","TANGERINES/MANDARINS","Sunburst","All Sizes"
"4450","Fruits","TANGERINES/MANDARINS","Clementine (includes Fortune)","All Sizes"
"4451","Fruits","TANGERINES/MANDARINS","Dancy","All Sizes "
"4452","Fruits","TANGERINES/MANDARINS","Fairchild","All Sizes "
"4453","Fruits","TANGERINES/MANDARINS","Honey/Murcott","All Sizes"
"4454","Fruits","TANGERINES/MANDARINS","Kinnow","All Sizes"
"4455","Fruits","TANGERINES/MANDARINS","Mandarin/Royal","All Sizes"
"4456","Fruits","TANGELO","","All Sizes"
"4457","Fruits","TANGERINES/MANDARINS","Retailer Assigned","All Sizes"
"4458","Fruits","TANGERINES/MANDARINS","Retailer Assigned","All Sizes"
"4459","Fruits","TANGELO","Jamaican","All Sizes"
"4460","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4461","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4462","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4463","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4464","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4465","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4466","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4467","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4468","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4469","ALL","FOR USE WITH ALL COMMODITIES","Retailer Assigned","All Sizes"
"4470","Fruits","SALAD BAR","","All Sizes "
"4471","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4472","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4473","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4474","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4475","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4476","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4477","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4478","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4479","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4480","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4481","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4482","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4483","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4484","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4485","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4486","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4487","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4488","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4489","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4490","Fruits","OTHER FRUITS","Retailer Assigned","All Sizes"
"4491","Fruits","GRAPEFRUIT","Ruby/Red/Pink (includes Ray Ruby, Ruby, Ruby Red)","Extra Large"
"4492","Fruits","GRAPEFRUIT","Ruby/Red/Pink (includes Ray Ruby, Ruby, Ruby Red)","Extra Large"
"4493","Fruits","GRAPEFRUIT","Ruby/Red/Pink (Includes Ray Ruby, Ruby, Ruby Red)","Extra Large"
"4494","Fruits","GRAPEFRUIT","Deep Red","Extra Large"
"4495","Fruits","GRAPEFRUIT","Deep Red","Extra Large"
"4496","Fruits","GRAPEFRUIT","Deep Red","Extra Large"
"4497","Fruits","GRAPES","Sugraone","All Sizes"
"4498","Fruits","GRAPES","White/Green Seedless (All others not listed above (including Autumn King))","All Sizes"
"4499","Fruits","GRAPES","Crimson/Majestic","All Sizes"
"4500","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4501","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4502","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4503","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4504","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4505","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4506","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4507","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4508","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4509","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4510","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4511","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4512","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4513","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4514","Vegetables","ALFALFA SPROUTS","","All Sizes "
"4515","Herbs","FENNEL","Florence/Sweet Fennel/Fennel Bulb","All Sizes"
"4516","Vegetables","ARTICHOKES","","Small"
"4517","Vegetables","ARTICHOKES","Purple","Small"
"4518","Vegetables","ARTICHOKES","Purple","Large"
"4519","Vegetables","ARTICHOKES","Baby/Cocktail","All Sizes"
"4520","Vegetables","ARTICHOKES","Retailer Assigned","All Sizes"
"4521","Vegetables","ASPARAGUS","Green","Large"
"4522","Vegetables","ASPARAGUS","White","Small"
"4523","Vegetables","ASPARAGUS","White","Large"
"4524","Vegetables","ASPARAGUS","Tips","All Sizes"
"4525","Vegetables","ASPARAGUS","Retailer Assigned","All Sizes"
"4526","Vegetables","ASPARAGUS","Retailer Assigned","All Sizes"
"4527","Vegetables","BEANS","Chinese Long/Snake","All Sizes"
"4528","Vegetables","BEANS","Fava/Broad","All Sizes"
"4529","Vegetables","BEANS","Lima","All Sizes"
"4530","Vegetables","BEANS","Pole/Runner/Stick","All Sizes"
"4531","Vegetables","BEANS","Purple Hull","All Sizes"
"4532","Vegetables","BEANS","Shell","All Sizes"
"4533","Vegetables","BEANS","Wax/Yellow","All Sizes"
"4534","Vegetables","BEANS","Winged","All Sizes"
"4535","Vegetables","BEANS","Retailer Assigned","All Sizes"
"4536","Vegetables","BEAN SPROUTS","Mung Bean Sprouts","All Sizes "
"4537","Vegetables","BEETS","Baby Golden","All Sizes"
"4538","Vegetables","BEETS","Baby Red","All Sizes"
"4539","Vegetables","BEETS","Bunch","All Sizes"
"4540","Vegetables","BEETS","Loose","All Sizes"
"4541","Vegetables","BEETS","Retailer Assigned","All Sizes"
"4542","Vegetables","BEET GREENS","","All Sizes"
"4543","Vegetables","BELGIAN ENDIVE (WITLOOF CHICORY)","","All Sizes"
"4544","Vegetables","BOK CHOY (PAK CHOI)","Small/Baby","All Sizes"
"4545","Vegetables","BOK CHOY (PAK CHOI)","","All Sizes"
"4546","Vegetables","BONIATO","See also SWEET POTATO","All Sizes"
"4547","Vegetables","BROCCOLI","Broccoli Rabe (Italian Rapini)/ Chinese Broccoli (GAI LAN)","All Sizes"
"4548","Vegetables","BROCCOLI","Florettes","All Sizes"
"4549","Vegetables","BROCCOLI","Retailer Assigned","All Sizes"
"4550","Vegetables","BRUSSELS SPROUTS","","All Sizes"
"4551","Vegetables","BRUSSELS SPROUTS","Retailer Assigned","All Sizes"
"4552","Vegetables","CABBAGE","Chinese/Napa/Wong Bok","All Sizes"
"4553","Fruits","PEARS","Taylors Gold","All Sizes"
"4554","Vegetables","CABBAGE","Red","All Sizes"
"4555","Vegetables","CABBAGE","Savoy, Green","All Sizes"
"4556","Vegetables","CABBAGE","Retailer Assigned","All Sizes"
"4557","Vegetables","CABBAGE","Retailer Assigned","All Sizes"
"4558","Vegetables","CACTUS LEAVES (Nopales/Cactus Pads)","","All Sizes "
"4559","Vegetables","CARDOON (CARDONI)","","All Sizes"
"4560","Vegetables","CARROTS","Baby","All Sizes"
"4561","Vegetables","CARROTS","French","All Sizes"
"4562","Vegetables","CARROTS","Loose","All Sizes"
"4563","Vegetables","CARROTS","Carrot Sticks","All Sizes"
"4564","Vegetables","CARROTS","Retailer Assigned","All Sizes"
"4565","Vegetables","CARROTS","Retailer Assigned","All Sizes"
"4566","Vegetables","CAULIFLOWER","Florettes","All Sizes"
"4567","Vegetables","CAULIFLOWER","Green","All Sizes"
"4568","Vegetables","CAULIFLOWER","Purple","All Sizes"
"4569","Vegetables","CAULIFLOWER","Retailer Assigned","All Sizes"
"4570","Vegetables","CAULIFLOWER","Retailer Assigned","All Sizes"
"4571","Vegetables","CAULIFLOWER","Retailer Assigned","All Sizes"
"4572","Vegetables","CAULIFLOWER","","Large"
"4573","Vegetables","CAULIFLOWER","Baby","All Sizes"
"4575","Vegetables","CELERY","Hearts","All Sizes"
"4576","Vegetables","CELERY","Celery Sticks","All Sizes"
"4577","Vegetables","CELERY","Retailer Assigned","All Sizes"
"4578","Vegetables","CELERY","Retailer Assigned","All Sizes"
"4579","Vegetables","CELERY","Retailer Assigned","All Sizes"
"4580","Vegetables","CELERY","Retailer Assigned","All Sizes"
"4581","Vegetables","CELERY","Retailer Assigned","All Sizes"
"4582","Vegetables","CELERY","Bunch","Large"
"4583","Vegetables","CELERY","Bunch","Large"
"4584","Fruits","MANGO","Green (Includes Keitt and Francis)","Large"
"4585","Vegetables","CELERY ROOT/CELERIAC","","All Sizes"
"4586","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Green","All Sizes"
"4587","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Red","All Sizes"
"4588","Vegetables","CHARD (SWISS CHARD)/SILVERBEET","Retailer Assigned","All Sizes"
"4589","Vegetables","CORN","Sweet Corn, Baby","All Sizes"
