"PLU","CATEGORY","COMMODITY","VARIETY","SIZE"
"4590","Vegetables","CORN","Sweet Corn, Bi-Color","All Sizes"
"4591","Vegetables","CORN","Retailer Assigned","All Sizes"
"4592","Vegetables","CUCUMBER","Armenian","All Sizes"
"4593","Vegetables","CUCUMBER","English/Hot House/Long Seedless/Telegraph/Continental","All Sizes"
"4594","Vegetables","CUCUMBER","Japanese/White","All Sizes"
"4595","Vegetables","CUCUMBER","Lemon","All Sizes"
"4596","Vegetables","CUCUMBER","Pickling/Gherkin","All Sizes"
"4597","Vegetables","CUCUMBER","Retailer Assigned","All Sizes"
"4598","Vegetables","DAIKON","(See also RADISH)","All Sizes"
"4599","Vegetables","EGGPLANT (AUBERGINE)","Baby","All Sizes"
"4600","Vegetables","EGGPLANT (AUBERGINE)","Baby White","All Sizes"
"4601","Vegetables","EGGPLANT (AUBERGINE)","Japanese","All Sizes"
"4602","Vegetables","EGGPLANT (AUBERGINE)","White","All Sizes"
"4603","Vegetables","EGGPLANT (AUBERGINE)","Retailer Assigned","All Sizes"
"4604","Vegetables","ENDIVE/CHICORY","","All Sizes"
"4605","Vegetables","ESCAROLE/BATAVIAN CHICORY","Green","All Sizes "
"4606","Vegetables","FIDDLEHEAD FERNS","","All Sizes "
"4607","Vegetables","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","Chinese or Indian Mustard","All Sizes"
"4608","Vegetables","GARLIC","Regular","All Sizes"
"4609","Vegetables","GARLIC","Elephant","All Sizes"
"4610","Vegetables","GARLIC","Retailer Assigned","All Sizes"
"4611","Vegetables","GARLIC","Retailer Assigned","All Sizes"
"4612","Vegetables","GINGER ROOT","Regular","All Sizes"
"4613","Vegetables","GINGER ROOT","Retailer Assigned","All Sizes"
"4614","Vegetables","GREENS","Collard","All Sizes"
"4615","Vegetables","GREENS","Dandelion","All Sizes"
"4616","Vegetables","GREENS","Mustard (Synonymous with Gai (Gui) Choy)","All Sizes"
"4617","Vegetables","GREENS","Polk Greens","All Sizes"
"4618","Vegetables","GREENS","Texas Mustard","All Sizes"
"4619","Vegetables","GREENS","Turnip","All Sizes"
"4620","Vegetables","GREENS","Retailer Assigned","All Sizes"
"4621","Vegetables","GREENS","Retailer Assigned","All Sizes"
"4622","Vegetables","GREENS","Retailer Assigned","All Sizes"
"4623","Vegetables","GREENS","Retailer Assigned","All Sizes"
"4624","Vegetables","GREENS","Retailer Assigned","All Sizes"
"4625","Vegetables","HORSERADISH ROOT","","All Sizes"
"4626","Vegetables","JICAMA/YAM BEAN","","All Sizes"
"4627","Vegetables","KALE","","All Sizes"
"4628","Vegetables","KOHLRABI","","All Sizes"
"4629","Vegetables","LEEKS","Regular","All Sizes"
"4630","Vegetables","LEEKS","Baby","All Sizes"
"4631","Vegetables","LETTUCE","Bibb/Flat/Round","All Sizes"
"4632","Vegetables","LETTUCE","Boston/Butter","All Sizes"
"4633","Vegetables","LETTUCE","Hydroponic","All Sizes "
"4634","Vegetables","LETTUCE","Iceberg","All Sizes"
"4635","Fruits","GRAPES","Red Seedless (All others not listed under red seedless)","All Sizes"
"4636","Fruits","GRAPES","Red Globe","All Sizes"
"4637","Fruits","GRAPES","Red Seeded (All others not listed above)","All Sizes"
"4638","Fruits","GRAPES","Fantasy/Marroo","All Sizes"
"4639","Vegetables","LETTUCE","Mache","All Sizes"
"4640","Vegetables","LETTUCE","Romaine/Cos","All Sizes"
"4641","Vegetables","LETTUCE","Retailer Assigned","All Sizes"
"4642","Vegetables","LETTUCE","Retailer Assigned","All Sizes"
"4643","Vegetables","LETTUCE","Retailer Assigned","All Sizes"
"4644","Vegetables","MALANGA","","All Sizes "
"4645","Vegetables","MUSHROOMS","Regular, Button","Small"
"4646","Vegetables","MUSHROOMS","Black Forest","All Sizes"
"4647","Vegetables","MUSHROOMS","Chanterelle","All Sizes "
"4648","Vegetables","MUSHROOMS","Cremini/Brown/Swiss Brown","All Sizes"
"4649","Vegetables","MUSHROOMS","Oyster","All Sizes"
"4650","Vegetables","MUSHROOMS","Portabella (Synonymous with Cremini, Brown, Swiss Brown Mushrooms)","All Sizes"
"4651","Vegetables","MUSHROOMS","Shiitake","All Sizes"
"4652","Vegetables","MUSHROOMS","Wood Ear","All Sizes"
"4653","Vegetables","MUSHROOMS","Retailer Assigned","All Sizes"
"4654","Vegetables","MUSHROOMS","Retailer Assigned","All Sizes"
"4655","Vegetables","OKRA","Regular (Green)","All Sizes"
"4656","Vegetables","OKRA","Chinese","All Sizes"
"4657","Vegetables","OKRA","Red","All Sizes"
"4658","Vegetables","ONIONS","Boiling","All Sizes"
"4659","Vegetables","ONIONS","Bulb","All Sizes"
"4660","Vegetables","ONIONS","Pearl","All Sizes"
"4661","Vegetables","ONIONS","Pickling, White","All Sizes"
"4662","Vegetables","ONIONS","Shallots","All Sizes"
"4663","Vegetables","ONIONS","White","All Sizes"
"4664","Vegetables","TOMATOES","Regular - Red, On the Vine (Truss)","All Sizes"
"4665","Vegetables","ONIONS","Yellow/Brown","Small"
"4666","Vegetables","ONIONS","Retailer Assigned","All Sizes"
"4667","Vegetables","ONIONS","Retailer Assigned","All Sizes"
"4668","Vegetables","ONIONS","Retailer Assigned","All Sizes"
"4669","Vegetables","ONIONS","Retailer Assigned","All Sizes"
"4670","Vegetables","ONIONS","Retailer Assigned","All Sizes"
"4671","Vegetables","PARSLEY ROOT(HAMBURG PARSLEY)","","All Sizes"
"4672","Vegetables","PARSNIP","","All Sizes"
"4673","Vegetables","PEAS","Blackeyed","All Sizes"
"4674","Vegetables","PEAS","Green","All Sizes"
"4675","Vegetables","PEAS","Sugar Snap","All Sizes"
"4676","Vegetables","PEAS","Retailer Assigned","All Sizes"
"4677","Vegetables","PEPPERS (CAPSICUMS)","Anaheim (Green and Red)","All Sizes"
"4678","Vegetables","PEPPERS (CAPSICUMS)","Banana (Yellow Long)","All Sizes"
"4679","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Brown","All Sizes"
"4680","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Golden (Yellow)","All Sizes"
"4681","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Green","Small"
"4682","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Orange","All Sizes"
"4683","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - Purple","All Sizes"
"4684","Vegetables","PEPPERS (CAPSICUMS)","Bell, Field Grown - White","All Sizes"
"4685","Vegetables","PEPPERS (CAPSICUMS)","Chili - Dried","All Sizes"
"4686","Vegetables","PEPPERS (CAPSICUMS)","Chili - Green","All Sizes"
"4687","Vegetables","PEPPERS (CAPSICUMS)","Cubanelle","All Sizes"
"4688","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Red","All Sizes"
"4689","Vegetables","PEPPERS (CAPSICUMS)","Bell, Greenhouse - Yellow","All Sizes"
"4690","Vegetables","PEPPERS (CAPSICUMS)","Hot (Hungarian Hot)","All Sizes"
"4691","Vegetables","PEPPERS (CAPSICUMS)","Hot Mixed","All Sizes"
"4692","Vegetables","PEPPERS (CAPSICUMS)","Hungarian Wax","All Sizes"
"4693","Vegetables","PEPPERS (CAPSICUMS)","Jalapeno - Green/Mexican Green","All Sizes"
"4694","Vegetables","PEPPERS (CAPSICUMS)","Jalapeno - Red/Mexican Red","All Sizes"
"4695","Vegetables","PEPPERS (CAPSICUMS)","Japanese - Red","All Sizes"
"4696","Vegetables","PEPPERS (CAPSICUMS)","Long Hot - Green","All Sizes"
"4697","Vegetables","PEPPERS (CAPSICUMS)","Long Hot - Red","All Sizes"
"4698","Vegetables","PEPPERS (CAPSICUMS)","Morita Chili","All Sizes"
"4699","Vegetables","PEPPERS (CAPSICUMS)","Negro","All Sizes "
"4700","Vegetables","PEPPERS (CAPSICUMS)","New Mexico","All Sizes"
"4701","Vegetables","PEPPERS (CAPSICUMS)","Pasilla - Green","All Sizes"
"4702","Vegetables","PEPPERS (CAPSICUMS)","Pasilla - Red","All Sizes"
"4703","Vegetables","PEPPERS (CAPSICUMS)","Pasilla Pod","All Sizes"
"4704","Vegetables","PEPPERS (CAPSICUMS)","Pinole","All Sizes "
"4705","Vegetables","PEPPERS (CAPSICUMS)","Poblano","All Sizes"
"4706","Vegetables","PEPPERS (CAPSICUMS)","Red Cheese","All Sizes"
"4707","Vegetables","PEPPERS (CAPSICUMS)","Red Finger","All Sizes"
"4708","Vegetables","PEPPERS (CAPSICUMS)","Red Pimiento/ Red Sweet Long","All Sizes"
"4709","Vegetables","PEPPERS (CAPSICUMS)","Serrano","All Sizes"
"4710","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4711","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4712","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4713","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4714","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4715","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4716","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4717","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4718","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4719","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4720","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4721","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4722","Vegetables","PEPPERS (CAPSICUMS)","Retailer Assigned","All Sizes"
"4723","Vegetables","POTATO","Creamer - Red","All Sizes"
"4724","Vegetables","POTATO","Creamer - White","All Sizes"
"4725","Vegetables","POTATO","Russet","All Sizes"
"4726","Vegetables","POTATO","Long - White","All Sizes"
"4727","Vegetables","POTATO","Yellow","All Sizes"
"4728","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4729","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4730","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4731","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4732","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4733","Vegetables","POTATO","Retailer Assigned","All Sizes"
"4734","Vegetables","PUMPKIN","Mini","All Sizes"
"4735","Vegetables","PUMPKIN","Regular","All Sizes"
"4736","Vegetables","PUMPKIN","Retailer Assigned","All Sizes"
"4737","Vegetables","PUMPKIN","Retailer Assigned","All Sizes"
"4738","Vegetables","RADICCHIO","","All Sizes"
"4739","Vegetables","RADISH","Black","All Sizes"
"4740","Vegetables","RADISH","Bunched White","All Sizes"
"4741","Vegetables","RADISH","Italian Red","All Sizes"
"4742","Vegetables","RADISH","Red","All Sizes"
"4743","Vegetables","RADISH","White/Icicle","All Sizes"
"4744","Vegetables","RADISH","Retailer Assigned","All Sizes"
"4745","Vegetables","RHUBARB","Regular"," All Sizes "
"4746","Vegetables","RHUBARB","Retailer Assigned"," All Sizes "
"4747","Vegetables","RUTABAGAS (SWEDE)","Regular","All Sizes"
"4748","Vegetables","RUTABAGAS (SWEDE)","Retailer Assigned","All Sizes"
"4749","Vegetables","SPINACH","Retailer Assigned","All Sizes"
"4750","Vegetables","SQUASH","Acorn/Table Queen","All Sizes"
"4751","Vegetables","SQUASH","Acorn - Golden","All Sizes"
"4752","Vegetables","SQUASH","Acorn - Swan White Table Queen","All Sizes"
"4753","Vegetables","SQUASH","Australian Blue","All Sizes"
"4754","Vegetables","SQUASH","Baby Scallopini","All Sizes"
"4755","Vegetables","SQUASH","Baby Summer (Green)","All Sizes"
"4756","Vegetables","SQUASH","Baby Green Zucchini/Courgette","All Sizes"
"4757","Vegetables","SQUASH","Banana","All Sizes "
"4758","Vegetables","SQUASH","Buttercup","All Sizes "
"4759","Vegetables","SQUASH","Butternut","All Sizes "
"4760","Vegetables","SQUASH","Calabaza","All Sizes"
"4761","Vegetables","SQUASH","Chayote/Choko","All Sizes"
"4762","Vegetables","ARTICHOKES","","Extra Large"
"4763","Vegetables","SQUASH","Delicata/Sweet Potato","All Sizes"
"4764","Vegetables","SQUASH","(Sweet) Dumpling","All Sizes"
"4765","Vegetables","SQUASH","Gem","All Sizes"
"4766","Vegetables","SQUASH","Golden Delicious","All Sizes"
"4767","Vegetables","SQUASH","Golden Nugget","All Sizes"
"4768","Vegetables","SQUASH","Hubbard","All Sizes"
"4769","Vegetables","SQUASH","Kabocha","All Sizes"
"4770","Fruits","AVOCADOS","Hass","All Sizes"
"4771","Fruits","AVOCADOS","Green","Medium "
"4772","Vegetables","PEPPERS (CAPSICUMS)","Chili - Yellow","All Sizes"
"4773","Vegetables","SQUASH","Patty Pan/Summer","All Sizes"
"4774","Vegetables","SQUASH","Red Kuri","All Sizes"
"4775","Vegetables","SQUASH","Scallopini","All Sizes"
"4776","Vegetables","SQUASH","Spaghetti/Vegetable Spaghetti","All Sizes"
"4777","Vegetables","SQUASH","Sunburst (Yellow)","All Sizes"
"4778","Vegetables","TOMATOES","Regular - Yellow","All Sizes"
"4779","Vegetables","SQUASH","Sweet Mama","All Sizes"
"4780","Vegetables","SQUASH","Turban","All Sizes"
"4781","Vegetables","SQUASH","White","All Sizes"
"4782","Vegetables","SQUASH","Yellow - Straightneck","All Sizes"
"4783","Vegetables","BITTER MELON/BITTER GOURD, Foo Qua","Foo Qua","All Sizes"
"4784","Vegetables","SQUASH","Yellow - Crookneck","All Sizes"
"4785","Vegetables","SQUASH","Retailer Assigned","All Sizes"
"4786","Vegetables","SQUASH","Retailer Assigned","All Sizes"
"4787","Vegetables","SQUASH","Retailer Assigned","All Sizes"
"4788","Vegetables","SQUASH","Retailer Assigned","All Sizes"
"4789","Vegetables","SQUASH","Retailer Assigned","All Sizes"
"4790","Vegetables","SUGAR CANE","","All Sizes"
"4791","Vegetables","SUNCHOKES (JERUSALEM ARTICHOKES)","","All Sizes"
"4792","Vegetables","TAMARILLO","Golden","All Sizes"
"4793","Vegetables","TAMARILLO","Red","All Sizes"
"4794","Vegetables","TARO ROOT (DASHEEN)","","Small"
"4795","Vegetables","TARO ROOT (DASHEEN)","","Large"
"4796","Vegetables","TOMATOES","Cherry - Red","All Sizes"
"4797","Vegetables","TOMATOES","Cherry - Yellow","All Sizes"
"4798","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Small"
"4799","Vegetables","TOMATOES","Greenhouse/Hydroponic/Regular - Red","Large"
"4800","Vegetables","TOMATOES","Native/Home Grown","All Sizes"
"4801","Vegetables","TOMATOES","Tomatillos/Husk Tomatoes","All Sizes"
"4802","Vegetables","TOMATOES","Dried","All Sizes"
"4803","Vegetables","TOMATOES","Teardrop/Pear - Red","All Sizes"
"4804","Vegetables","TOMATOES","Teardrop/Pear - Yellow","All Sizes"
"4805","Vegetables","TOMATOES","Vine Ripe, Regular - Red","Small"
"4806","Vegetables","TOMATOES","Retailer Assigned","All Sizes"
"4807","Vegetables","TOMATOES","Retailer Assigned","All Sizes"
"4808","Vegetables","TOMATOES","Retailer Assigned","All Sizes"
"4809","Vegetables","TURNIP","Baby","All Sizes"
"4810","Vegetables","TURNIP","Bunch/Banded","All Sizes"
"4811","Vegetables","TURNIP","Purple Top","All Sizes"
"4812","Vegetables","TURNIP","White","All Sizes"
"4813","Vegetables","TURNIP","Retailer Assigned","All Sizes"
"4814","Vegetables","WATER CHESTNUTS","","All Sizes"
"4815","Vegetables","WATERCRESS","","All Sizes"
"4816","Vegetables","SWEET POTATO/YAM/KUMARA","Golden","All Sizes"
"4817","Vegetables","SWEET POTATO/YAM/KUMARA","Red/Orangy Red Flesh","Large"
"4818","Vegetables","NAME","Retailer Assigned","All Sizes"
"4819","Vegetables","YUCA ROOT/CASSAVA/MANIOC","","All Sizes"
"4820","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4821","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4822","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4823","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4824","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4825","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4826","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4827","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4828","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4829","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4830","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4831","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4832","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4833","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4834","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4835","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4836","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4837","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4838","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4839","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4840","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4841","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4842","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4843","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4844","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4845","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4846","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4847","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4848","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4849","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4850","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4851","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4852","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4853","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4854","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4855","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4856","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4857","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4858","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4859","Vegetables","OTHER VEGETABLES","Retailer Assigned","All Sizes"
"4860","Dried Fruits","APPLE SLICES","Dried ","All Sizes "
"4861","Dried Fruits","APRICOTS","Dried","All Sizes"
"4862","Dried Fruits","DATES","Dried","All Sizes"
"4863","Dried Fruits","DATES","Retailer Assigned - Dried"," All Sizes "
"4864","Dried Fruits","PINEAPPLE","Dried","All Sizes"
"4865","Dried Fruits","PRUNES","Regular (Dried Fruit)","All Sizes"
"4866","Dried Fruits","PRUNES","Pitted (Dried Fruit)","All Sizes"
"4867","Dried Fruits","PRUNES","Retailer Assigned - Dried"," All Sizes "
"4868","Dried Fruits","RAISINS","Black (Dried Fruit)","All Sizes"
"4869","Dried Fruits","RAISINS","Golden/Yellow (Dried Fruit)","All Sizes"
"4870","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4871","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4872","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4873","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4874","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4875","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4876","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4877","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4878","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4879","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4880","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4881","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4882","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4883","Dried Fruits","OTHER DRIED FRUITS","Retailer Assigned","All Sizes"
"4884","Herbs","ARUGULA/ROCKET","","All Sizes"
"4885","Herbs","BASIL","","All Sizes"
"4886","Herbs","BASIL","Opal","All Sizes"
"4887","Herbs","BASIL","Sweet","All Sizes"
"4888","Herbs","CHIVES","","All Sizes"
"4889","Herbs","CILANTRO (CHINESE PARSLEY/CORIANDER)","","All Sizes"
"4890","Fruits","PEARS","Chinese Yali","All Sizes"
"4891","Herbs","DILL","","All Sizes"
"4892","Herbs","DILL","Baby","All Sizes"
"4893","Herbs","DILL","Pickling","All Sizes"
"4894","Herbs","LEMONGRASS","","All Sizes"
"4895","Herbs","MARJORAM","","All Sizes"
"4896","Herbs","MINT","","All Sizes"
"4897","Herbs","OREGANO","","All Sizes"
"4898","Herbs","OYSTER PLANT/SALSIFY","","All Sizes"
"4899","Herbs","PARSLEY","Regular/Curly","All Sizes"
"4901","Herbs","PARSLEY","Italian/Continental/French","All Sizes"
"4902","Herbs","PARSLEY","Retailer Assigned","All Sizes"
"4903","Herbs","ROSEMARY","","All Sizes"
"4904","Herbs","SAGE","","All Sizes"
"4905","Herbs","SORREL","","All Sizes"
"4906","Herbs","TARRAGON","","All Sizes"
"4907","Herbs","THYME","","All Sizes"
"4908","Herbs","VANILLA BEAN","","All Sizes "
"4909","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4910","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4911","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4912","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4913","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4914","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4915","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4916","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4917","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4918","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4919","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4920","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4921","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4922","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4923","Herbs","OTHER HERBS","Retailer Assigned","All Sizes"
"4924","Nuts","ALMONDS","","All Sizes"
"4925","Nuts","ALMONDS","Retailer Assigned","All Sizes"
"4926","Nuts","BRAZILNUTS","","All Sizes"
"4927","Nuts","CHESTNUTS","","All Sizes"
"4928","Nuts","FILBERTS","Cobnut/Hazelnut","All Sizes"
"4929","Nuts","MIXED NUTS","","All Sizes"
"4930","Nuts","PEANUTS","","All Sizes"
"4931","Nuts","PEANUTS","Raw","All Sizes"
"4932","Nuts","PEANUTS","Roasted - Salted","All Sizes"
"4933","Nuts","PEANUTS","Roasted - Unsalted","All Sizes"
"4934","Nuts","PEANUTS","Retailer Assigned","All Sizes"
"4935","Nuts","PEANUTS","Retailer Assigned","All Sizes"
"4936","Nuts","PECANS","","All Sizes"
"4937","Nuts","PECANS","Retailer Assigned","All Sizes"
"4938","Nuts","PINE NUTS (PIGNOLI)","","All Sizes"
"4939","Nuts","PISTACHIO","Natural","All Sizes"
"4940","Nuts","PISTACHIO","Red","All Sizes"
"4941","Nuts","PISTACHIO","Retailer Assigned","All Sizes"
"4942","Nuts","SUNFLOWER SEEDS","","All Sizes"
"4943","Nuts","WALNUTS","Regular","All Sizes"
"4944","Nuts","WALNUTS","Black","All Sizes"
"4945","Nuts","WALNUTS","White","All Sizes"
"4946","Nuts","WALNUTS","Retailer Assigned","All Sizes"
"4947","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4948","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4949","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4950","Nuts","OTHER NUTS","Retailer Assigned"," All Sizes "
"4951","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4952","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4953","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4954","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4955","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4956","Nuts","OTHER NUTS","Retailer Assigned","All Sizes"
"4957","Fruits","GRAPES","Blue/Black Seeded (All others not listed above)","All Sizes"
"4958","Fruits","LEMONS","","Medium"
"4959","Fruits","MANGO","Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden)","Large"
"4960","Fruits","PEARS","Fragrant","All Sizes"
"4961","Fruits","MANGO","Yellow","Large"
